,Page,Title,Price,Location,Beds,Baths,Area,Badge,Date Added,URL
2268,290,Main Double Road 25x50 House For Sale,PKR 2.9 Crore,"I-14/3, I-14",4.0,4.0,5 Marla,,Added: 3 days ago,https://www.zameen.com/Property/i_14_i-14_3_main_double_road_25x50_house_for_sale-53211901-8342-1.html
2269,290,House For Sale DHA PHASE 1 Beautiful Location,PKR 4.9 Crore,"DHA Defence Phase 1, DHA Defence",6.0,6.0,8 Marla,,Added: 3 days ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_house_for_sale_dha_phase_1_beautiful_location-52048685-376-1.html
2270,290,2 BED ROOM FLAT FOR SALE ON REASONABLE PRICE,PKR 42 Lakh,"Pakistan Town - Phase 2, Pakistan Town",2.0,2.0,2.9 Marla,,Added: 3 days ago,https://www.zameen.com/Property/pakistan_town_pakistan_town_-_phase_2_2_bed_room_flat_for_sale_on_reasonable_price-53334742-16525-1.html
2271,290,FAISAL TOWN 1300 SFT APARTMENT FOR SALE,PKR 1.02 Crore,"The Gate Mall & Apartments, Faisal Town - F-18",2.0,2.0,5.8 Marla,,Added: 3 days ago,https://www.zameen.com/Property/faisal_town_f_18_the_gate_mall_apartments_faisal_town_1300_sft_apartment_for_sale-52217579-11456-1.html
2272,290,Top Luxury 1 Bed All Dues Clear 964 Sqft Available To Sale,PKR 1.75 Crore,"Top City 1, Islamabad",1.0,1.0,4.3 Marla,,Added: 3 days ago,https://www.zameen.com/Property/islamabad_top_city_1_top_luxury_1_bed_all_dues_clear_964_sqft_available_to_sale-52498159-1383-1.html
2273,290,"Luxury 2 Bed Apartment For Sale DHA Phase 4, Rawalpindi.",PKR 1.81 Crore,"DHA Defence Phase 4, DHA Defence",2.0,2.0,5.6 Marla,,Added: 3 days ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_4_luxury_2_bed_apartment_for_sale_dha_phase_4_rawalpindi-53136535-8413-1.html
2274,290,F-10 Silver Oaks Invaster Price 4th Floor Corner Apartment For Sale,PKR 6 Crore,"Silver Oaks Apartments, F-10",3.0,3.0,7.8 Marla,,Added: 3 days ago,https://www.zameen.com/Property/f_10_silver_oaks_apartments_f-10_silver_oaks_invaster_price_4th_floor_corner_apartment_for_sale-53180436-11308-1.html
2275,291,10 Mrla House For Sale E16 islamabad,PKR 2.25 Crore,"E-16/3, E-16",,,10 Marla,,Added: 1 week ago,https://www.zameen.com/Property/e_16_e-16_3_10_mrla_house_for_sale_e16_islamabad-53272772-3249-1.html
2276,291,4 Marla Brand New House Available For Sale Located D-12 Islamabad,PKR 4.5 Crore,"D-12/3, D-12",4.0,4.0,4.4 Marla,,Added: 1 week ago,https://www.zameen.com/Property/d_12_d-12_3_4_marla_brand_new_house_available_for_sale_located_d-12_islamabad-53126459-3156-1.html
2277,291,I-12/1 Flat For Sale D-Type Size 870 Square Feet 9th Floor On Installment Two Year Plan In PHA Apartments Islamabad Best Time For Investment,PKR 55 Lakh,"I-12/1, I-12",2.0,2.0,3.9 Marla,,Added: 1 week ago,https://www.zameen.com/Property/i_12_i-12_1_i-12_1_flat_for_sale_d-type_size_870_square_feet_9th_floor_on_installment_two_year_plan_in_pha_apartments_islamabad_best_time_for_investment-53311706-13800-1.html
2278,291,1bed Luxury Apartment For Sale In Parkview Islamabad,PKR 1.54 Crore,"Park View City - The Walk Block, Park View City",1.0,1.0,3.2 Marla,,Added: 1 week ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_the_walk_block_1bed_luxury_apartment_for_sale_in_parkview_islamabad-53105693-20870-1.html
2279,291,Islamabad Sector G-14 House For Sale Size 25*40,PKR 3.6 Crore,"G-14, Islamabad",4.0,5.0,4 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_g-14_islamabad_sector_g-14_house_for_sale_size_25_40-53190522-454-1.html
2280,291,Fully Recovered Flat Available For Sale,PKR 1.3 Crore,"G-11/3, G-11",2.0,2.0,3.1 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/g_11_g-11_3_fully_recovered_flat_available_for_sale-53169465-3332-1.html
2281,291,Fully Renovated Flat For Sale,PKR 1.27 Crore,"G-11/3, G-11",2.0,2.0,3.1 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/g_11_g-11_3_fully_renovated_flat_for_sale-53154724-3332-1.html
2282,291,Studio Apartment Located On Main Express Highway Islamabad,PKR 36 Lakh,"Ghauri Town, Islamabad",,1.0,1.6 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_ghauri_town_studio_apartment_located_on_main_express_highway_islamabad-53308842-1314-1.html
2283,291,G 11- vip Location Investor Rate Triple Storey House,PKR 9.5 Crore,"G-11, Islamabad",6.0,6.0,14.2 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_g-11_g_11-_vip_location_investor_rate_triple_storey_house-53209692-168-1.html
2284,291,F-10 Sukh Chayn 2 Bed Room Margalla Face Flat For Sale,PKR 6.5 Crore,"F-10 Markaz, F-10",2.0,2.0,5.6 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/f_10_f-10_markaz_f-10_sukh_chayn_2_bed_room_margalla_face_flat_for_sale-53105988-3280-1.html
2285,291,F-11 Abu Dhabi Tower 3 Bed Room Apartment Front Face,PKR 7 Crore,"F-11 Markaz, F-11",3.0,4.0,16.2 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/f_11_f-11_markaz_f-11_abu_dhabi_tower_3_bed_room_apartment_front_face-53174591-3286-1.html
2286,291,House For Sale,PKR 1.5 Crore,"Jhangi Syedan, Islamabad",6.0,6.0,5 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_jhangi_syedan_house_for_sale-53308071-8851-1.html
2287,291,Flat Available For Sale In CDA Sector I-12/1 PHA Apartments Islamabad D-Type Size 870 Square Feet 1st Floor All Dues Clear IJP Face And Front Open Corner Flat Top Location,PKR 73 Lakh,"I-12/1, I-12",2.0,2.0,3.9 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/i_12_i-12_1_flat_available_for_sale_in_cda_sector_i-12_1_pha_apartments_islamabad_d-type_size_870_square_feet_1st_floor_all_dues_clear_ijp_face_and_front_open_corner_flat_top_location-53307516-13800-1.html
2288,291,Faisal Marglla City Ready Apartments For Sale On Installments,PKR 1.01 Crore,"Faisal Margalla City, B-17",2.0,2.0,3.3 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/b_17_faisal_margalla_city_faisal_marglla_city_ready_apartments_for_sale_on_installments-53307049-13424-1.html
2289,291,Brand New 20 Marla House For Sale,PKR 7.5 Crore,"Jinnah Gardens, FECHS",,,1 Kanal,,Added: 2 weeks ago,https://www.zameen.com/Property/fechs_jinnah_gardens_brand_new_20_marla_house_for_sale-53125391-1420-1.html
2290,291,"1 Kanal Modern Luxury House for Sale in Sector B, DHA Phase 2 Islamabad",PKR 11.9 Crore,"DHA Defence Phase 2, DHA Defence",6.0,7.0,1 Kanal,,Added: 2 weeks ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_modern_luxury_house_for_sale_in_sector_b_dha_phase_2_islamabad-53305615-339-1.html
2291,291,"Corner 2 Bed Flat For Sale In G-15 Islamabad Ideal Location, Modern Design",PKR 58 Lakh,"G-15 Markaz, G-15",2.0,2.0,2.9 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/g_15_g-15_markaz_corner_2_bed_flat_for_sale_in_g-15_islamabad_ideal_location_modern_design-53304929-3352-1.html
2292,291,"Elegant 14 Marla House For Sale In G-15 Islamabad Prime Location, Modern Design",PKR 5.8 Crore,"G-15, Islamabad",6.0,7.0,14 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_g-15_elegant_14_marla_house_for_sale_in_g-15_islamabad_prime_location_modern_design-53304868-764-1.html
2293,291,E11 10Marla 6Bedroom house 3Story Marbal flooring for Sale,PKR 7.5 Crore,"E-11, Islamabad",6.0,6.0,10 Marla,,Added: 6 hours ago,https://www.zameen.com/Property/islamabad_e-11_e11_10marla_6bedroom_house_3story_marbal_flooring_for_sale-52472691-329-1.html
2294,291,"1 Kanal Corner Designer House for Sale in DHA Phase 2, Solar, Gas, Prime Location",PKR 10.7 Crore,"DHA Defence Phase 2, DHA Defence",6.0,7.0,1 Kanal,,Added: 19 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_corner_designer_house_for_sale_in_dha_phase_2_solar_gas_prime_location-53353949-339-1.html
2295,291,Boulevard Defense villa 3 bedroom dha 1 sector F,PKR 4.1 Crore,"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F",3.0,4.0,11 Marla,,Added: 1 day ago,https://www.zameen.com/Property/dha_phase_1_sector_f_dha_phase_1_-_defence_villas_boulevard_defense_villa_3_bedroom_dha_1_sector_f-53353192-3075-1.html
2296,291,Luxus Mall & Residency 5000 Sq Ft Ultra-Luxury Penthouse For Sale,PKR 4.35 Crore,"Luxus Mall and Residency, Gulberg Greens - Block B",,,1.1 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/gulberg_greens_block_b_luxus_mall_and_residency_luxus_mall_residency_5000_sq_ft_ultra-luxury_penthouse_for_sale-53315064-10572-1.html
2297,291,200 sy commercial plot for sale,PKR 5.5 Crore,"Naval Anchorage, Islamabad",,,8 Marla,,Added: 1 day ago,https://www.zameen.com/Property/islamabad_naval_anchorage_200_sy_commercial_plot_for_sale-53351446-375-1.html
2298,291,F-11 Abu Dhabi tower L. g floor 650 sqft furnished apartment with good rental income,PKR 1.5 Crore,"F-11 Markaz, F-11",1.0,1.0,2.9 Marla,,Added: 2 days ago,https://www.zameen.com/Property/f_11_f-11_markaz_f-11_abu_dhabi_tower_l_g_floor_650_sqft_furnished_apartment_with_good_rental_income-53348368-3286-1.html
2299,291,"F-6/1 Old House 400 Sqyds , 19 Crores",PKR 19 Crore,"F-6/1, F-6",5.0,5.0,16 Marla,,Added: 2 days ago,https://www.zameen.com/Property/f_6_f-6_1_f-6_1_old_house_400_sqyds_19_crores-53277882-3299-1.html
2300,292,1 Kanal Owner Built Triple Story House On Excellent Location Of E-11/4,PKR 16 Crore,"E-11/4, E-11",9.0,7.0,1 Kanal,,Added: 2 days ago,https://www.zameen.com/Property/e_11_e-11_4_1_kanal_owner_built_triple_story_house_on_excellent_location_of_e-11_4-52853384-3241-1.html
2301,292,A Prime Location House Available For Sale In CDA Sector F-7 Islamabad,PKR 90 Crore,"F-7, Islamabad",10.0,6.0,4 Kanal,,Added: 3 days ago,https://www.zameen.com/Property/islamabad_f-7_a_prime_location_house_available_for_sale_in_cda_sector_f-7_islamabad-53210859-165-1.html
2302,292,I-12/1 Flat Size 870 Square Feet D-Type Ground Floor All Dues Clear For Sale In PHA Apartments Islamabad Possession In Few Months,PKR 75 Lakh,"I-12/1, I-12",2.0,2.0,3.9 Marla,,Added: 4 days ago,https://www.zameen.com/Property/i_12_i-12_1_i-12_1_flat_size_870_square_feet_d-type_ground_floor_all_dues_clear_for_sale_in_pha_apartments_islamabad_possession_in_few_months-53311724-13800-1.html
2303,292,F7 Old Front Back Livable House,PKR 40 Crore,"F-7, Islamabad",8.0,,2 Kanal,,Added: 6 days ago,https://www.zameen.com/Property/islamabad_f-7_f7_old_front_back_livable_house-53331570-165-1.html
2304,292,zarkoon height flat for sale,PKR 2.45 Crore,"Zarkon Heights, G-15",2.0,2.0,4.8 Marla,,Added: 1 week ago,https://www.zameen.com/Property/g_15_zarkon_heights_zarkoon_height_flat_for_sale-53274669-10169-1.html
2305,292,10 Marla Single Storey House For Sale PWD Housing Society Islamabad,PKR 2.8 Crore,"PWD Housing Scheme, Islamabad",2.0,3.0,10 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_10_marla_single_storey_house_for_sale_pwd_housing_society_islamabad-53200084-424-1.html
2306,292,House For Sale In Sector C3,PKR 4 Crore,"Bahria Enclave, Bahria Town",4.0,5.0,9 Marla,,Added: 1 week ago,https://www.zameen.com/Property/bahria_town_bahria_enclave_house_for_sale_in_sector_c3-53262931-1705-1.html
2307,292,Corner Grey Structure,PKR 3.5 Crore,"Bahria Enclave - Sector M, Bahria Enclave",7.0,6.0,13 Marla,,Added: 1 week ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_m_corner_grey_structure-53296674-11977-1.html
2308,292,1kenal brand new full house for sale sector B DHA phase 5,PKR 7.7 Crore,"DHA Phase 5 - Sector B, DHA Defence Phase 5",7.0,6.0,1 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_b_1kenal_brand_new_full_house_for_sale_sector_b_dha_phase_5-53311377-8401-1.html
2309,292,House For Sale Sector G-6 1/3 Islamabad,PKR 7 Crore,"G-6/1, G-6",6.0,,8.9 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/g_6_g-6_1_house_for_sale_sector_g-6_1_3_islamabad-53140292-3361-1.html
2310,292,House For Sale Triple Story Good Location30x50 Basement 2 Bedroom With Attach Washroom DD One Kitchen Ground 2 Bedroom,PKR 6.25 Crore,"I-9/4, I-9",6.0,6.0,6 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/i_9_i-9_4_house_for_sale_triple_story_good_location30x50_basement_2_bedroom_with_attach_washroom_dd_one_kitchen_ground_2_bedroom-53307096-3450-1.html
2311,292,Sector G 8 Marla House for Sale In Bahria enclave Islamabad,PKR 4.5 Crore,"Bahria Enclave - Sector G, Bahria Enclave",5.0,6.0,8 Marla,,Added: 2 hours ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_sector_g_8_marla_house_for_sale_in_bahria_enclave_islamabad-53118111-11984-1.html
2312,292,Sector J 8 Marla House For Sale In Bahria Enclave Islamabad,PKR 3.5 Crore,"Bahria Enclave - Sector J, Bahria Enclave",4.0,5.0,8 Marla,,Added: 2 hours ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_sector_j_8_marla_house_for_sale_in_bahria_enclave_islamabad-53021987-11981-1.html
2313,292,10 Marla Sun Face Brand New House,PKR 4.29 Crore,"Top City 1, Islamabad",5.0,6.0,10 Marla,,Added: 6 hours ago,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_sun_face_brand_new_house-52130468-1383-1.html
2314,292,2 Bedrooms Corner Flat Is For Sale,PKR 4.95 Crore,"Silver Oaks Apartments, F-10",2.0,2.0,6.4 Marla,,Added: 6 hours ago,https://www.zameen.com/Property/f_10_silver_oaks_apartments_2_bedrooms_corner_flat_is_for_sale-52130445-11308-1.html
2315,292,Warda Hamna 2,PKR 4.5 Crore,"Warda Hamna Residencia, G-11 Markaz",3.0,3.0,8.8 Marla,,Added: 6 hours ago,https://www.zameen.com/Property/g_11_markaz_warda_hamna_residencia_warda_hamna_2-53357415-22209-1.html
2316,292,Dha 2 One Kanal Brand New Designer Luxurious House,PKR 10.9 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,,Added: 6 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_one_kanal_brand_new_designer_luxurious_house-52892788-339-1.html
2317,292,Fully Renovated 700 Square Feet Apartment Available For Sale In New PHA G 11 /3 Isb,PKR 1.28 Crore,"G-11/3, G-11",2.0,2.0,3.1 Marla,,Added: 6 hours ago,https://www.zameen.com/Property/g_11_g-11_3_fully_renovated_700_square_feet_apartment_available_for_sale_in_new_pha_g_11_3_isb-53157250-3332-1.html
2318,292,Stunning 527 Square Feet Flat In   Smama Star Mall & Residency Available,PKR 1.15 Crore,"Smama Star Mall & Residency, Gulberg Greens",1.0,1.0,2.3 Marla,,Added: 7 hours ago,https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_stunning_527_square_feet_flat_in_smama_star_mall_residency_available-53253659-11278-1.html
2319,292,"""Live the Dream Brand New 1 Kanal Modern Luxury Home for Sale""",PKR 6.95 Crore,"DHA Defence Phase 5, DHA Defence",5.0,6.0,1 Kanal,,Added: 7 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_live_the_dream_brand_new_1_kanal_modern_luxury_home_for_sale-53357086-10991-1.html
2320,292,Affordable Flat For sale In   Smama Star Mall & Residency,PKR 1.12 Crore,"Smama Star Mall & Residency, Gulberg Greens",1.0,1.0,2.3 Marla,,Added: 7 hours ago,https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_affordable_flat_for_sale_in_smama_star_mall_residency-53343741-11278-1.html
2321,292,Get In Touch Now To Buy A Flat In   Smama Star Mall & Residency Islamabad,PKR 1.12 Crore,"Smama Star Mall & Residency, Gulberg Greens",1.0,1.0,2.3 Marla,,Added: 7 hours ago,https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_get_in_touch_now_to_buy_a_flat_in_smama_star_mall_residency_islamabad-53343742-11278-1.html
2322,292,8 Marla Brand New Most Beautiful Spanish Designer Owner Build House Available For Sale D-12 In Islamabad,PKR 10.5 Crore,"D-12, Islamabad",10.0,7.0,8 Marla,,Added: 7 hours ago,https://www.zameen.com/Property/islamabad_d-12_8_marla_brand_new_most_beautiful_spanish_designer_owner_build_house_available_for_sale_d-12_in_islamabad-53356927-160-1.html
2323,292,14 Marla Brand New On Main Double Road Triple Story House Available For Sale D-12 In Islamabad,PKR 16 Crore,"D-12, Islamabad",10.0,7.0,14 Marla,,Added: 8 hours ago,https://www.zameen.com/Property/islamabad_d-12_14_marla_brand_new_on_main_double_road_triple_story_house_available_for_sale_d-12_in_islamabad-53356853-160-1.html
2324,292,4 Marla Brand New Most Beautiful Designer Owner Build House Available For Sale D-12 In Islamabad,PKR 4.7 Crore,"D-12, Islamabad",4.0,5.0,4 Marla,,Added: 8 hours ago,https://www.zameen.com/Property/islamabad_d-12_4_marla_brand_new_most_beautiful_designer_owner_build_house_available_for_sale_d-12_in_islamabad-53356733-160-1.html
2325,293,We Deals Flats Sale Purchase In Lifestyle Recidency G-13/1 Islamabad,PKR 55 Lakh,"Lifestyle Residency, G-13/1",2.0,2.0,5.1 Marla,,Added: 1 week ago,https://www.zameen.com/Property/g_13_1_lifestyle_residency_we_deals_flats_sale_purchase_in_lifestyle_recidency_g-13_1_islamabad-53315772-10664-1.html
2326,293,Brand New House,PKR 9.5 Crore,"DHA Defence Phase 2, DHA Defence",6.0,6.0,1 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_house-53314848-339-1.html
2327,293,10 Mrla House For Sale E16 islamabad,PKR 2.25 Crore,"E-16/3, E-16",,,10 Marla,,Added: 1 week ago,https://www.zameen.com/Property/e_16_e-16_3_10_mrla_house_for_sale_e16_islamabad-53272772-3249-1.html
2328,293,4 Marla Brand New House Available For Sale Located D-12 Islamabad,PKR 4.5 Crore,"D-12/3, D-12",4.0,4.0,4.4 Marla,,Added: 1 week ago,https://www.zameen.com/Property/d_12_d-12_3_4_marla_brand_new_house_available_for_sale_located_d-12_islamabad-53126459-3156-1.html
2329,293,I-12/1 Flat For Sale D-Type Size 870 Square Feet 9th Floor On Installment Two Year Plan In PHA Apartments Islamabad Best Time For Investment,PKR 55 Lakh,"I-12/1, I-12",2.0,2.0,3.9 Marla,,Added: 1 week ago,https://www.zameen.com/Property/i_12_i-12_1_i-12_1_flat_for_sale_d-type_size_870_square_feet_9th_floor_on_installment_two_year_plan_in_pha_apartments_islamabad_best_time_for_investment-53311706-13800-1.html
2330,293,1bed Luxury Apartment For Sale In Parkview Islamabad,PKR 1.54 Crore,"Park View City - The Walk Block, Park View City",1.0,1.0,3.2 Marla,,Added: 1 week ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_the_walk_block_1bed_luxury_apartment_for_sale_in_parkview_islamabad-53105693-20870-1.html
2331,293,Islamabad Sector G-14 House For Sale Size 25*40,PKR 3.6 Crore,"G-14, Islamabad",4.0,5.0,4 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_g-14_islamabad_sector_g-14_house_for_sale_size_25_40-53190522-454-1.html
2332,293,Fully Recovered Flat Available For Sale,PKR 1.3 Crore,"G-11/3, G-11",2.0,2.0,3.1 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/g_11_g-11_3_fully_recovered_flat_available_for_sale-53169465-3332-1.html
2333,293,Fully Renovated Flat For Sale,PKR 1.27 Crore,"G-11/3, G-11",2.0,2.0,3.1 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/g_11_g-11_3_fully_renovated_flat_for_sale-53154724-3332-1.html
2334,293,Studio Apartment Located On Main Express Highway Islamabad,PKR 36 Lakh,"Ghauri Town, Islamabad",,1.0,1.6 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_ghauri_town_studio_apartment_located_on_main_express_highway_islamabad-53308842-1314-1.html
2335,293,G 11- vip Location Investor Rate Triple Storey House,PKR 9.5 Crore,"G-11, Islamabad",6.0,6.0,14.2 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_g-11_g_11-_vip_location_investor_rate_triple_storey_house-53209692-168-1.html
2336,293,F-10 Sukh Chayn 2 Bed Room Margalla Face Flat For Sale,PKR 6.5 Crore,"F-10 Markaz, F-10",2.0,2.0,5.6 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/f_10_f-10_markaz_f-10_sukh_chayn_2_bed_room_margalla_face_flat_for_sale-53105988-3280-1.html
2337,293,F-11 Abu Dhabi Tower 3 Bed Room Apartment Front Face,PKR 7 Crore,"F-11 Markaz, F-11",3.0,4.0,16.2 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/f_11_f-11_markaz_f-11_abu_dhabi_tower_3_bed_room_apartment_front_face-53174591-3286-1.html
2338,293,House For Sale,PKR 1.5 Crore,"Jhangi Syedan, Islamabad",6.0,6.0,5 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_jhangi_syedan_house_for_sale-53308071-8851-1.html
2339,293,Flat Available For Sale In CDA Sector I-12/1 PHA Apartments Islamabad D-Type Size 870 Square Feet 1st Floor All Dues Clear IJP Face And Front Open Corner Flat Top Location,PKR 73 Lakh,"I-12/1, I-12",2.0,2.0,3.9 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/i_12_i-12_1_flat_available_for_sale_in_cda_sector_i-12_1_pha_apartments_islamabad_d-type_size_870_square_feet_1st_floor_all_dues_clear_ijp_face_and_front_open_corner_flat_top_location-53307516-13800-1.html
2340,293,Faisal Marglla City Ready Apartments For Sale On Installments,PKR 1.01 Crore,"Faisal Margalla City, B-17",2.0,2.0,3.3 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/b_17_faisal_margalla_city_faisal_marglla_city_ready_apartments_for_sale_on_installments-53307049-13424-1.html
2341,293,Brand New 20 Marla House For Sale,PKR 7.5 Crore,"Jinnah Gardens, FECHS",,,1 Kanal,,Added: 2 weeks ago,https://www.zameen.com/Property/fechs_jinnah_gardens_brand_new_20_marla_house_for_sale-53125391-1420-1.html
2342,293,"1 Kanal Modern Luxury House for Sale in Sector B, DHA Phase 2 Islamabad",PKR 11.9 Crore,"DHA Defence Phase 2, DHA Defence",6.0,7.0,1 Kanal,,Added: 2 weeks ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_modern_luxury_house_for_sale_in_sector_b_dha_phase_2_islamabad-53305615-339-1.html
2343,293,"Corner 2 Bed Flat For Sale In G-15 Islamabad Ideal Location, Modern Design",PKR 58 Lakh,"G-15 Markaz, G-15",2.0,2.0,2.9 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/g_15_g-15_markaz_corner_2_bed_flat_for_sale_in_g-15_islamabad_ideal_location_modern_design-53304929-3352-1.html
2344,293,"Elegant 14 Marla House For Sale In G-15 Islamabad Prime Location, Modern Design",PKR 5.8 Crore,"G-15, Islamabad",6.0,7.0,14 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_g-15_elegant_14_marla_house_for_sale_in_g-15_islamabad_prime_location_modern_design-53304868-764-1.html
2345,293,E11 10Marla 6Bedroom house 3Story Marbal flooring for Sale,PKR 7.5 Crore,"E-11, Islamabad",6.0,6.0,10 Marla,,Added: 6 hours ago,https://www.zameen.com/Property/islamabad_e-11_e11_10marla_6bedroom_house_3story_marbal_flooring_for_sale-52472691-329-1.html
2346,293,"1 Kanal Corner Designer House for Sale in DHA Phase 2, Solar, Gas, Prime Location",PKR 10.7 Crore,"DHA Defence Phase 2, DHA Defence",6.0,7.0,1 Kanal,,Added: 19 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_corner_designer_house_for_sale_in_dha_phase_2_solar_gas_prime_location-53353949-339-1.html
2347,293,Boulevard Defense villa 3 bedroom dha 1 sector F,PKR 4.1 Crore,"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F",3.0,4.0,11 Marla,,Added: 1 day ago,https://www.zameen.com/Property/dha_phase_1_sector_f_dha_phase_1_-_defence_villas_boulevard_defense_villa_3_bedroom_dha_1_sector_f-53353192-3075-1.html
2348,293,Luxus Mall & Residency 5000 Sq Ft Ultra-Luxury Penthouse For Sale,PKR 4.35 Crore,"Luxus Mall and Residency, Gulberg Greens - Block B",,,1.1 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/gulberg_greens_block_b_luxus_mall_and_residency_luxus_mall_residency_5000_sq_ft_ultra-luxury_penthouse_for_sale-53315064-10572-1.html
2349,293,200 sy commercial plot for sale,PKR 5.5 Crore,"Naval Anchorage, Islamabad",,,8 Marla,,Added: 1 day ago,https://www.zameen.com/Property/islamabad_naval_anchorage_200_sy_commercial_plot_for_sale-53351446-375-1.html
2350,294,F-11 Abu Dhabi tower L. g floor 650 sqft furnished apartment with good rental income,PKR 1.5 Crore,"F-11 Markaz, F-11",1.0,1.0,2.9 Marla,,Added: 2 days ago,https://www.zameen.com/Property/f_11_f-11_markaz_f-11_abu_dhabi_tower_l_g_floor_650_sqft_furnished_apartment_with_good_rental_income-53348368-3286-1.html
2351,294,"F-6/1 Old House 400 Sqyds , 19 Crores",PKR 19 Crore,"F-6/1, F-6",5.0,5.0,16 Marla,,Added: 2 days ago,https://www.zameen.com/Property/f_6_f-6_1_f-6_1_old_house_400_sqyds_19_crores-53277882-3299-1.html
2352,294,1 Kanal Owner Built Triple Story House On Excellent Location Of E-11/4,PKR 16 Crore,"E-11/4, E-11",9.0,7.0,1 Kanal,,Added: 2 days ago,https://www.zameen.com/Property/e_11_e-11_4_1_kanal_owner_built_triple_story_house_on_excellent_location_of_e-11_4-52853384-3241-1.html
2353,294,A Prime Location House Available For Sale In CDA Sector F-7 Islamabad,PKR 90 Crore,"F-7, Islamabad",10.0,6.0,4 Kanal,,Added: 3 days ago,https://www.zameen.com/Property/islamabad_f-7_a_prime_location_house_available_for_sale_in_cda_sector_f-7_islamabad-53210859-165-1.html
2354,294,I-12/1 Flat Size 870 Square Feet D-Type Ground Floor All Dues Clear For Sale In PHA Apartments Islamabad Possession In Few Months,PKR 75 Lakh,"I-12/1, I-12",2.0,2.0,3.9 Marla,,Added: 4 days ago,https://www.zameen.com/Property/i_12_i-12_1_i-12_1_flat_size_870_square_feet_d-type_ground_floor_all_dues_clear_for_sale_in_pha_apartments_islamabad_possession_in_few_months-53311724-13800-1.html
2355,294,F7 Old Front Back Livable House,PKR 40 Crore,"F-7, Islamabad",8.0,,2 Kanal,,Added: 6 days ago,https://www.zameen.com/Property/islamabad_f-7_f7_old_front_back_livable_house-53331570-165-1.html
2356,294,zarkoon height flat for sale,PKR 2.45 Crore,"Zarkon Heights, G-15",2.0,2.0,4.8 Marla,,Added: 1 week ago,https://www.zameen.com/Property/g_15_zarkon_heights_zarkoon_height_flat_for_sale-53274669-10169-1.html
