,Page,Title,Price,Location,Beds,Baths,Area,Badge,Date Added,URL
76,4,Prime Location 1 Kanal House In D-12,PKR 28.5 Crore,"D-12, Islamabad",7.0,6.0,1 Kanal,super hot,Added: 7 hours ago,https://www.zameen.com/Property/islamabad_d-12_prime_location_1_kanal_house_in_d-12-53030866-160-1.html
77,4,Brand New House is For Sale in F-6,PKR 38.5 Crore,"F-6, Islamabad",7.0,7.0,17.8 Marla,super hot,Added: 7 hours ago,https://www.zameen.com/Property/islamabad_f-6_brand_new_house_is_for_sale_in_f-6-53318131-164-1.html
78,4,Investor Price Old House Is For SALE In F-6,PKR 45 Crore,"F-6, Islamabad",4.0,5.0,2.1 Kanal,super hot,Added: 7 hours ago,https://www.zameen.com/Property/islamabad_f-6_investor_price_old_house_is_for_sale_in_f-6-53139018-164-1.html
79,4,Livable House Is For SALE In F-6,PKR 19 Crore,"F-6, Islamabad",5.0,6.0,16 Marla,super hot,Added: 7 hours ago,https://www.zameen.com/Property/islamabad_f-6_livable_house_is_for_sale_in_f-6-52614196-164-1.html
80,4,Brand New Double Storey Spanish House For Sale In Bani Gala Near To Market Durrani Street,PKR 2.9 Crore,"Bani Gala, Islamabad",4.0,6.0,7 Marla,super hot,Added: 9 hours ago,https://www.zameen.com/Property/islamabad_bani_gala_brand_new_double_storey_spanish_house_for_sale_in_bani_gala_near_to_market_durrani_street-52790504-340-1.html
81,4,DESIGNER'S HAVEN: BRAND NEW 1 KANAL HOUSE IN DHA 2 ( SOUTH FACE ),PKR 13.5 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,super hot,Added: 9 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_designer_s_haven_brand_new_1_kanal_house_in_dha_2_south_face-53015383-339-1.html
82,4,8 Marla House For Sell In Faisal Town (F-18) A Block,PKR 2.9 Crore,"Faisal Town - F-18, Islamabad",7.0,6.0,8 Marla,super hot,Added: 10 hours ago,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_8_marla_house_for_sell_in_faisal_town_f-18_a_block-53355442-8260-1.html
83,4,G-11/1 8 Marla Single Storey Fully Covered House For Sale,PKR 5.5 Crore,"G-11/1, G-11",2.0,3.0,8 Marla,super hot,Added: 10 hours ago,https://www.zameen.com/Property/g_11_g-11_1_g-11_1_8_marla_single_storey_fully_covered_house_for_sale-53327626-3330-1.html
84,4,G-11/1 8 Marla Single Storey Fully Covered House For Sale,PKR 5.5 Crore,"G-11/1, G-11",2.0,3.0,8 Marla,super hot,Added: 10 hours ago,https://www.zameen.com/Property/g_11_g-11_1_g-11_1_8_marla_single_storey_fully_covered_house_for_sale-52894201-3330-1.html
85,4,4 Marla Corner House with Extra Land D-12 Islamabad | Margalla Hills Facing,PKR 6.25 Crore,"D-12, Islamabad",3.0,4.0,4 Marla,hot,Added: 5 hours ago,https://www.zameen.com/Property/islamabad_d-12_4_marla_corner_house_with_extra_land_d-12_islamabad_margalla_hills_facing-53316680-160-1.html
86,4,Pha Flat I-12 D Type 870 Sq Feet For Sale,PKR 60 Lakh,"I-12/1, I-12",2.0,2.0,3.9 Marla,hot,Added: 5 hours ago,https://www.zameen.com/Property/i_12_i-12_1_pha_flat_i-12_d_type_870_sq_feet_for_sale-47826731-13800-1.html
87,4,D -12 4 Marla Beautifull House For Sale,PKR 3.75 Crore,"D-12, Islamabad",4.0,4.0,4 Marla,hot,Added: 2 hours ago,https://www.zameen.com/Property/islamabad_d-12_d_-12_4_marla_beautifull_house_for_sale-53205295-160-1.html
88,4,One Kanal Ultra Luxury Designer House Available For Sale In DHA Phase 2 Islamabad,PKR 9.5 Crore,"DHA Phase 2 - Sector E, DHA Defence Phase 2",5.0,6.0,1 Kanal,hot,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_e_one_kanal_ultra_luxury_designer_house_available_for_sale_in_dha_phase_2_islamabad-53348062-3200-1.html
89,4,"3-Bed 2,800 sq. ft Apartment for sale in Sughra Tower F-11 Islamabad",PKR 4.6 Crore,"F-11, Islamabad",3.0,3.0,12.4 Marla,hot,Added: 2 hours ago,https://www.zameen.com/Property/islamabad_f-11_3-bed_2_800_sq_ft_apartment_for_sale_in_sughra_tower_f-11_islamabad-53353661-163-1.html
90,4,5 Marla Designer House Faisal Town For Sale,PKR 2.95 Crore,"Faisal Town Phase 1, Faisal Town - F-18",4.0,4.0,5 Marla,hot,Added: 2 hours ago,https://www.zameen.com/Property/faisal_town_f_18_faisal_town_phase_1_5_marla_designer_house_faisal_town_for_sale-53330480-16415-1.html
91,4,14 Marla (40x80) Park Corner Brand New House For Sale G-13/4 Islamabad,PKR 12.5 Crore,"G-13/4, G-13",7.0,6.0,14 Marla,hot,Added: 2 hours ago,https://www.zameen.com/Property/g_13_g-13_4_14_marla_40x80_park_corner_brand_new_house_for_sale_g-13_4_islamabad-52603457-3340-1.html
92,4,3bedroom apartment available for sale in d17 Islamabad pine height,PKR 1.7 Crore,"Margalla View Society - Block C, Margalla View Housing Society",3.0,3.0,7.3 Marla,,Added: 2 hours ago,https://www.zameen.com/Property/margalla_view_housing_society_margalla_view_society_-_block_c_3bedroom_apartment_available_for_sale_in_d17_islamabad_pine_height-53337267-3163-1.html
93,4,One Kanal Ultra Luxury Modern House available for Sale in DHA Phase 2 Islamabad,PKR 10.5 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_ultra_luxury_modern_house_available_for_sale_in_dha_phase_2_islamabad-53348285-339-1.html
94,4,Get Your One Kanal Ultra Luxury House on Installments in DHA ISLAMABAD,PKR 6.25 Crore,"DHA Defence Phase 3, DHA Defence",5.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_get_your_one_kanal_ultra_luxury_house_on_installments_in_dha_islamabad-53348270-8412-1.html
95,4,One Kanal Ultra Luxury Modern Elevation House Available in DHA Phase 2 Islamabad,PKR 9.75 Crore,"DHA Phase 2 - Sector F, DHA Defence Phase 2",5.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_f_one_kanal_ultra_luxury_modern_elevation_house_available_in_dha_phase_2_islamabad-53348093-3201-1.html
96,4,Spacious 1 Kanal Home For Sale In Prime Location DHA 2,PKR 9.75 Crore,"DHA Phase 2 - Sector C, DHA Defence Phase 2",6.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_c_spacious_1_kanal_home_for_sale_in_prime_location_dha_2-52372773-3198-1.html
97,4,1 Kanal Designer House For Sale In DHA Phase 2 Islamabad,PKR 10.9 Crore,"DHA Phase 2 - Sector C, DHA Defence Phase 2",6.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_c_1_kanal_designer_house_for_sale_in_dha_phase_2_islamabad-52372770-3198-1.html
98,4,"Luxurious 1 Kanal Luxurious House For Sale In DHA Defence Phase 2, Islamabad!",PKR 11.8 Crore,"DHA Defence Phase 2, DHA Defence",6.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_1_kanal_luxurious_house_for_sale_in_dha_defence_phase_2_islamabad-52372758-339-1.html
99,4,10 Marla Corner House for Sale Prime Location with Solar System,PKR 6.75 Crore,"DHA Defence Phase 2, DHA Defence",5.0,5.0,10 Marla,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_corner_house_for_sale_prime_location_with_solar_system-53206980-339-1.html
100,5,Superb Designed And Quality House,PKR 11.5 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,super hot,Added: 7 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_superb_designed_and_quality_house-52234947-339-1.html
101,5,Designer House Going very Cheap,PKR 12.75 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,super hot,Added: 8 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_designer_house_going_very_cheap-53192326-339-1.html
102,5,A DECENT HOUSE 975 SQYRDS/ FULLY REFURBISHED/ E-7 IS AVAILABLE FOR SALE.,PKR 58 Crore,"E-7, Islamabad",5.0,6.0,1.9 Kanal,super hot,Added: 8 hours ago,https://www.zameen.com/Property/islamabad_e-7_a_decent_house_975_sqyrds_fully_refurbished_e-7_is_available_for_sale-53355949-343-1.html
103,5,AN EXCELLENT HOUSE 1466 SQYRDS+ ADDITIONAL LAND MORE THAN 6 KANALS/ F-7/3 IS AVAILABLE FOR SALE.,PKR 1.4 Arab,"F-7/3, F-7",7.0,6.0,2.9 Kanal,super hot,Added: 8 hours ago,https://www.zameen.com/Property/f_7_f-7_3_an_excellent_house_1466_sqyrds_additional_land_more_than_6_kanals_f-7_3_is_available_for_sale-53356321-3309-1.html
104,5,Main Double Road 1 Kanal House Ideally Situated In DHA Phase 2 - Sector C,PKR 14.5 Crore,"DHA Phase 2 - Sector C, DHA Defence Phase 2",5.0,5.0,1 Kanal,super hot,Added: 8 hours ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_c_main_double_road_1_kanal_house_ideally_situated_in_dha_phase_2_-_sector_c-53354211-3198-1.html
105,5,14 Marla House For Sale In Pwd Islamabad,PKR 6.98 Crore,"PWD Housing Society - Block A, PWD Housing Scheme",7.0,6.0,14 Marla,super hot,Added: 11 hours ago,https://www.zameen.com/Property/pwd_housing_scheme_pwd_housing_society_-_block_a_14_marla_house_for_sale_in_pwd_islamabad-53355453-15004-1.html
106,5,Askari Heights 04 DHA 05 Islamabad 9th Floor 4 Bedrooms Flat Available For Sale,PKR 3.75 Crore,"Askari Heights 4, DHA Phase 5 - Sector H",4.0,5.0,13.3 Marla,super hot,Added: 11 hours ago,https://www.zameen.com/Property/dha_phase_5_sector_h_askari_heights_4_askari_heights_04_dha_05_islamabad_9th_floor_4_bedrooms_flat_available_for_sale-53022334-21450-1.html
107,5,DHA 02 Sector E 12 marla 5 bedrooms House available for sale,PKR 7 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,12 Marla,super hot,Added: 11 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_02_sector_e_12_marla_5_bedrooms_house_available_for_sale-53241732-339-1.html
108,5,Full Floor Of Premium Apartments For Sale In H-13 Islamabad | Ideal Investment Opportunity!,PKR 6.4 Crore,"H-13, Islamabad",9.0,,1 Kanal,super hot,Added: 11 hours ago,https://www.zameen.com/Property/islamabad_h-13_full_floor_of_premium_apartments_for_sale_in_h-13_islamabad_ideal_investment_opportunity-53340725-1039-1.html
109,5,Block F House 1 Corner Size 36*75,PKR 4.25 Crore,"Fazaia Housing Scheme Block F, Fazaia Housing Scheme",5.0,6.0,10 Marla,super hot,Added: 12 hours ago,https://www.zameen.com/Property/fazaia_housing_scheme_fazaia_housing_scheme_block_f_block_f_house_1_corner_size_36_75-50773910-14689-1.html
110,5,PHA Flat I-12 D-Type Available For Sale,PKR 65 Lakh,"I-12/1, I-12",2.0,2.0,3.9 Marla,hot,Added: 5 hours ago,https://www.zameen.com/Property/i_12_i-12_1_pha_flat_i-12_d-type_available_for_sale-49054622-13800-1.html
111,5,A DECENT HOUSE 1400 SQYRDS/ HILL SIDE ROAD/ E-7 IS AVAILABLE FOR SALE.,PKR 1.5 Arab,"E-7, Islamabad",6.0,6.0,2.9 Kanal,hot,Added: 6 hours ago,https://www.zameen.com/Property/islamabad_e-7_a_decent_house_1400_sqyrds_hill_side_road_e-7_is_available_for_sale-53357040-343-1.html
112,5,"1 Kanal Ready To Move In Villa For Sale In Eighteen, A Championship Golf Course.",PKR 12 Crore,"Eighteen, Kashmir Highway",5.0,6.0,1 Kanal,hot,Added: 2 hours ago,https://www.zameen.com/Property/kashmir_highway_eighteen_1_kanal_ready_to_move_in_villa_for_sale_in_eighteen_a_championship_golf_course-45300817-12602-1.html
113,5,F-6 Brand New House For Sale,PKR 26 Crore,"F-6, Islamabad",6.0,6.0,10 Marla,hot,Added: 2 hours ago,https://www.zameen.com/Property/islamabad_f-6_f-6_brand_new_house_for_sale-52650363-164-1.html
114,5,14 Marla Grey Structure For Sle At PHA OFFICER RESIDENCIA KURRI ROAD,PKR 5 Crore,"PHAF Officers Residencia, Kuri Road",4.0,4.0,14 Marla,hot,Added: 3 hours ago,https://www.zameen.com/Property/kuri_road_phaf_officers_residencia_14_marla_grey_structure_for_sle_at_pha_officer_residencia_kurri_road-53346751-13099-1.html
115,5,5 MARLA HOUSE FOR SALE IN FAISAL TOWN ISLAMABAD,PKR 2.25 Crore,"Faisal Town - F-18, Islamabad",5.0,6.0,5 Marla,hot,Added: 3 hours ago,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_5_marla_house_for_sale_in_faisal_town_islamabad-52901262-8260-1.html
116,5,GULBERG RESIDENCIA Gray structure,PKR 2.4 Crore,"Gulberg Residencia, Gulberg",4.0,5.0,7 Marla,hot,Added: 4 hours ago,https://www.zameen.com/Property/gulberg_gulberg_residencia_gulberg_residencia_gray_structure-53245674-8319-1.html
117,5,"35 Marla Fully Furnished House For Sale In DHA DEFENCE PHASE 5, Islamabad",PKR 22 Crore,"DHA Defence Phase 5, DHA Defence",8.0,6.0,1.7 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_35_marla_fully_furnished_house_for_sale_in_dha_defence_phase_5_islamabad-52640968-10991-1.html
118,5,1 Kanal House For Sale In DHA Phase 2 Prime Location With Modern Amenities,PKR 10.5 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_house_for_sale_in_dha_phase_2_prime_location_with_modern_amenities-52586585-339-1.html
119,5,10 Marla Brand New Supperb Elegant House For sale G13 islamabad,PKR 8.75 Crore,"G-13/3, G-13",6.0,6.0,10.9 Marla,,Added: 2 hours ago,https://www.zameen.com/Property/g_13_g-13_3_10_marla_brand_new_supperb_elegant_house_for_sale_g13_islamabad-52560510-3339-1.html
120,5,Askari Flat For Sale,PKR 3.2 Crore,"Askari Tower 3, DHA Defence Phase 5",3.0,4.0,11.9 Marla,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_phase_5_askari_tower_3_askari_flat_for_sale-50733896-17434-1.html
121,5,1 Kanal Extra Lavish Beautiful House For Sale In Islamabad G13,PKR 17.5 Crore,"G-13/2, G-13",6.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/g_13_g-13_2_1_kanal_extra_lavish_beautiful_house_for_sale_in_islamabad_g13-52814943-3338-1.html
122,5,1 Kanal House For Sale,PKR 7.7 Crore,"DHA Phase 1 - Sector B, DHA Defence Phase 1",6.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_b_1_kanal_house_for_sale-50548672-3190-1.html
123,5,Brand New Furnished Designer 1.6 Kanal Mansion At DHA Round About Prime Location,PKR 22 Crore,"DHA Defence Phase 2, DHA Defence",6.0,6.0,1.3 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_furnished_designer_1_6_kanal_mansion_at_dha_round_about_prime_location-52430781-339-1.html
124,5,Luxury Double Unit Designer Kanal Bungalow,PKR 9.7 Crore,"DHA Defence Phase 2, DHA Defence",6.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxury_double_unit_designer_kanal_bungalow-52443980-339-1.html
125,6,Prime Location 1 Kanal Spacious House Is Available In DHA Phase 2 - Sector D For sale,PKR 11.5 Crore,"DHA Phase 2 - Sector D, DHA Defence Phase 2",5.0,5.0,1 Kanal,super hot,Added: 8 hours ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_d_prime_location_1_kanal_spacious_house_is_available_in_dha_phase_2_-_sector_d_for_sale-53354209-3199-1.html
126,6,A DECENT HOUSE 1244 SQYRDS/ F-7/3 ID AVAILABLE FOR SALE.,PKR 68 Crore,"F-7/3, F-7",8.0,6.0,2.5 Kanal,super hot,Added: 10 hours ago,https://www.zameen.com/Property/f_7_f-7_3_a_decent_house_1244_sqyrds_f-7_3_id_available_for_sale-53355766-3309-1.html
127,6,Brand New Designer House For sale in Sector N 3 Bedroom Best Location For Living Bahria Enclave Islamabad,PKR 2.6 Crore,"Bahria Enclave - Sector N, Bahria Enclave",3.0,4.0,5 Marla,super hot,Added: 10 hours ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_brand_new_designer_house_for_sale_in_sector_n_3_bedroom_best_location_for_living_bahria_enclave_islamabad-53274041-11975-1.html
128,6,"House for Sale Prime Location in I-8, Islamabad",PKR 18 Crore,"I-8, Islamabad",8.0,7.0,14.2 Marla,super hot,Added: 11 hours ago,https://www.zameen.com/Property/islamabad_i-8_house_for_sale_prime_location_in_i-8_islamabad-53342625-174-1.html
129,6,Idyllic House Available In I-8 For sale,PKR 18 Crore,"I-8, Islamabad",6.0,6.0,14.2 Marla,super hot,Added: 12 hours ago,https://www.zameen.com/Property/islamabad_i-8_idyllic_house_available_in_i-8_for_sale-53355080-174-1.html
130,6,Beautiful Designer House Available For Sale,PKR 9.25 Crore,"DHA Defence Phase 2, DHA Defence",6.0,6.0,1 Kanal,super hot,Added: 12 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_beautiful_designer_house_available_for_sale-52935889-339-1.html
131,6,Designer 5 Bedroom Luxury House For Sale In DHA Phase 2 Islamabad,PKR 11.75 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,super hot,Added: 12 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_designer_5_bedroom_luxury_house_for_sale_in_dha_phase_2_islamabad-53254842-339-1.html
132,6,House for sale,PKR 4.35 Crore,"D-12/3, D-12",5.0,5.0,4 Marla,super hot,Added: 12 hours ago,https://www.zameen.com/Property/d_12_d-12_3_house_for_sale-53191416-3156-1.html
133,6,Dha Phase 2 Islamabad One Kanal Brand New House,PKR 11.9 Crore,"DHA Phase 5 - Sector B, DHA Defence Phase 5",6.0,6.0,1 Kanal,super hot,Added: 13 hours ago,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_b_dha_phase_2_islamabad_one_kanal_brand_new_house-53276715-8401-1.html
134,6,Sector C2 9 Marla Sun Facing Boulevard House For Sale 1 Mint Drive From Main Gate,PKR 4 Crore,"Bahria Enclave, Bahria Town",5.0,5.0,9 Marla,super hot,Added: 14 hours ago,https://www.zameen.com/Property/bahria_town_bahria_enclave_sector_c2_9_marla_sun_facing_boulevard_house_for_sale_1_mint_drive_from_main_gate-53271729-1705-1.html
135,6,Beautiful Brand new 4.4 Marla House For Sale,PKR 4.4 Crore,"D-12, Islamabad",3.0,5.0,4 Marla,hot,Added: 7 hours ago,https://www.zameen.com/Property/islamabad_d-12_beautiful_brand_new_4_4_marla_house_for_sale-52912419-160-1.html
136,6,2 Bed Apartment Corner Main Road Facing For Sale In Sky Park One,PKR 3.45 Crore,"Skypark One, Gulberg Greens",2.0,2.0,6.7 Marla,hot,Added: 7 hours ago,https://www.zameen.com/Property/gulberg_greens_skypark_one_2_bed_apartment_corner_main_road_facing_for_sale_in_sky_park_one-53346232-15266-1.html
137,6,"Branded 10 Marla Corner House Available For Sale In A Block, Topcity-1",PKR 5.3 Crore,"Top City 1, Islamabad",5.0,7.0,10 Marla,hot,Added: 4 hours ago,https://www.zameen.com/Property/islamabad_top_city_1_branded_10_marla_corner_house_available_for_sale_in_a_block_topcity-1-53292807-1383-1.html
138,6,"Luxurious 2 Bedroom Apartment For Sale In B-17, Multi Gardens, Islamabad",PKR 1.5 Crore,"MPCHS - Multi Gardens, B-17",2.0,2.0,7 Marla,hot,Added: 4 hours ago,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_luxurious_2_bedroom_apartment_for_sale_in_b-17_multi_gardens_islamabad-53071154-3115-1.html
139,6,1 Kanal Designer House Boulevard Category Very Prime Location Sec F Dha2 Isb.,PKR 10.85 Crore,"DHA Phase 2 - Sector F, DHA Defence Phase 2",6.0,6.0,1 Kanal,hot,Added: 4 hours ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_f_1_kanal_designer_house_boulevard_category_very_prime_location_sec_f_dha2_isb-53282191-3201-1.html
140,6,1 Kanal Designer And Most Elegant House At Prime Location Of Sector G Dha 2 Isb,PKR 9.25 Crore,"DHA Defence Phase 2, DHA Defence",6.0,6.0,1 Kanal,hot,Added: 4 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_designer_and_most_elegant_house_at_prime_location_of_sector_g_dha_2_isb-53010411-339-1.html
141,6,Apartment For Sale,PKR 1.6 Crore,"El Cielo, GT Road",3.0,3.0,6.2 Marla,hot,Added: 5 hours ago,https://www.zameen.com/Property/gt_road_el_cielo_apartment_for_sale-53333346-10358-1.html
142,6,Brand New 6 Bed Spanish Designed A+ Quality Construction House,PKR 11.5 Crore,"DHA Defence Phase 2, DHA Defence",6.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_6_bed_spanish_designed_a_quality_construction_house-52614407-339-1.html
143,6,10 Marla Beautiful House For Sale In DHA I_R,PKR 7.8 Crore,"DHA Defence Phase 2, DHA Defence",5.0,5.0,10 Marla,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_beautiful_house_for_sale_in_dha_i_r-52385543-339-1.html
144,6,1 Kanal Well Maintained Used House For Sale In DHA I_R,PKR 10.8 Crore,"DHA Defence Phase 2, DHA Defence",6.0,6.0,1 Kanal,,Added: 2 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_well_maintained_used_house_for_sale_in_dha_i_r-52379177-339-1.html
145,6,10 Marla House For Sale Near Commercial Dha Transfer,PKR 4.9 Crore,"DHA Defence Phase 1, DHA Defence",5.0,6.0,10 Marla,,Added: 3 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_10_marla_house_for_sale_near_commercial_dha_transfer-52723270-376-1.html
146,6,Investors Should sale This House Located Ideally In DHA Defence,PKR 12.5 Crore,"DHA Phase 2 - Sector J, DHA Defence Phase 2",8.0,6.0,1 Kanal,,Added: 3 hours ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_j_investors_should_sale_this_house_located_ideally_in_dha_defence-53357754-8399-1.html
147,6,7 Marla House For Sale In Jinnah Garden,PKR 3.2 Crore,"Jinnah Gardens, FECHS",5.0,6.0,7 Marla,,Added: 4 hours ago,https://www.zameen.com/Property/fechs_jinnah_gardens_7_marla_house_for_sale_in_jinnah_garden-53357696-1420-1.html
148,6,7 marla house for sale in Jinnah Garden Islamabad,PKR 3.25 Crore,"Jinnah Gardens, FECHS",5.0,6.0,7 Marla,,Added: 4 hours ago,https://www.zameen.com/Property/fechs_jinnah_gardens_7_marla_house_for_sale_in_jinnah_garden_islamabad-53357681-1420-1.html
149,6,2 BEDROOM FLAT FOR SALE F-17 ISLAMABAD ALL FACILITY AVAILABLE CDA PPROVED SECTOR,PKR 47 Lakh,"F-17/2, F-17",2.0,2.0,3.6 Marla,,Added: 4 hours ago,https://www.zameen.com/Property/f_17_f-17_2_2_bedroom_flat_for_sale_f-17_islamabad_all_facility_available_cda_pproved_sector-53357674-3293-1.html
150,7,Corner 10 Marla Designer House For Sale,PKR 5.65 Crore,"Top City 1, Islamabad",5.0,6.0,10 Marla,super hot,Added: 12 hours ago,https://www.zameen.com/Property/islamabad_top_city_1_corner_10_marla_designer_house_for_sale-53336060-1383-1.html
151,7,DHA phase 2 one kanal House investor Rate 7 bedroom attached washroom,PKR 7.5 Crore,"DHA Defence Phase 2, DHA Defence",7.0,6.0,1 Kanal,super hot,Added: 12 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_phase_2_one_kanal_house_investor_rate_7_bedroom_attached_washroom-53320481-339-1.html
152,7,MOST LUXURIOUS CORNER CATEGORY HOUSE OF TOPCITY RIGHT TO MAIN BOULEVARD,PKR 5.49 Crore,"Top City 1 - Block A, Top City 1",6.0,7.0,10 Marla,super hot,Added: 1 day ago,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_most_luxurious_corner_category_house_of_topcity_right_to_main_boulevard-53271897-9231-1.html
153,7,SUNFACE 50ft WIDE ROAD BRAND NEW HOUSE,PKR 4.15 Crore,"Top City 1 - Block A, Top City 1",6.0,7.0,10 Marla,super hot,Added: 1 day ago,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_sunface_50ft_wide_road_brand_new_house-53271926-9231-1.html
