,Type,Price(Cr),Bath(s),Area(Marla),Bedroom(s),Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Other Facilities,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Built in year,Parking Spaces,Floor,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,Swimming Pool,Storey Unit,BedBath_Diff
207,House,12.2,6.0,20.0,6.0,DHA Defence,"1 Kanal Modern House for Sale DHA Phase 2, Islamabad 6 Spacious Bedrooms with attached modern bathrooms Double Unit Elegant Drawing Room & Formal Dining Area Fully Equipped Kitchens Stylish design & quality fittings Large TV Lounges on both floors Ample Parking Space for 23 Vehicles Beautiful Lawn & Terrace Space Servant Quarters, Store Room & Laundry Area Equipped with Solar Ac,Curtains & Security System *Demand 1220K*","Built in year: 2026, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Furnished","Bedrooms: 1, Bathrooms: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Maintenance Staff, Security Staff, Facilities for Disabled",False,True,False,False,0,2026.0,1.0,,1.0,1.0,,1.0,,1.0,2.0,0.0
208,House,3.9,5.0,8.0,4.0,B-17,"Faisal Margalla City 30x60 Designer House Faisal Margalla City ke dil mein mojood ye modern designer house elegance aur comfort ka behtareen combination hai. 30x60 (8 marla) ke ideal plot par tayar ye ghar aesthetic architecture, premium finishes, aur smart layout ka misaal hai. Plot Size: 30x60 (8 Marla) Bedrooms: 4 spacious bedrooms with attached luxury bathrooms Drawing/Dining & Living Area: Stylish open-plan living with natural light and modern ceiling design Kitchen: Imported fittings ke sath modern modular kitchen Servant Quarter: Separate servant room with attached bath Parking: Wide car porch for 2 vehicles Outdoor Space: Beautiful front lawn and terrace with Margalla Hills view Utilities: Underground electricity, modern sanitary fittings, CCTV, and smart home wiring Construction: High-quality materials & elegant designer front elevation Location Highlights: Minutes away from GT Road and Margalla Avenue Close proximity to Margalla Hills, schools, mosques, and shopping areas Gated community with 24/7 security and peaceful environment (social media caption) ya formal property listing format (for Zameen. com etc. )","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Flooring","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Laundry Room",,,Lawn or Garden,,False,False,False,False,1,2025.0,2.0,,4.0,5.0,1.0,2.0,1.0,,,-1.0
209,House,2.35,,5.0,,B-17,"House prices can fluctuate but if you're ready then PKR Rs. 23500000 is quite reasonable. A House in Faisal Margalla City is the best one you can find so book it before it's gone. A favorably located property doesn't pop up often, so hurry up before it's too late. There are reasonable options for future investment in Islamabad so don't miss this chance. You can buy your 5 Marla unit and enjoy a comfortable family life close to all kinds of facilities. Faisal Margalla City is known for its easy access to amenities and public transport, so you should definitely check it out. You can read the property features below. Central air-conditioning in the House can help you sleep better with uniform cooling throughout the house. As a resident, you don't have to worry about waste disposal as that is effectively taken care of. Having double glazed windows in the House not only maintains the temperature inside but also provides better protection. The House is surrounded by mosques at walking distance where you can conveniently offer prayers. A central heating system in the House is convenient for everyone to operate. It is no longer difficult to complete assignments after school or work with the high-speed broadband internet access that comes with this property. If you are looking for a furnished House, you can stop your search right here with the tasteful decoration in this one. To purchase your home at the best prices, drop us a line today.","Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Furnished",,"Broadband Internet Access, Satellite or Cable TV Ready, Other Business and Communication Facilities","Mosque, Other Community Facilities",Other Healthcare and Recreation Facilities,"Maintenance Staff, Security Staff, Other Facilities",False,False,False,False,0,,,,,,,,,,,
210,House,2.15,4.0,5.0,4.0,B-17,It's a 4 Bed Double Unit House Proper Setting For Two Seperate Families Ideal For Rental Income As Well. All Amenities Like Masjid Parks Market Schools Are On Comfortable Distance This House Features :- 4 Bedrooms 4 Bathrooms 2 Tv Lounges 2 Kitchens 2 Drawing Rooms 1 Car Park We Have Multiple Houses In Various Price Range. You can call us to arrange a visit.,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0
211,House,4.0,6.0,10.0,6.0,Faisal Hills,House for sale in Faisal hills 10 Marla executive block 6 bed room with attached bath 2 drawing rooms with attached bath 2 kitchen 2 TV lounge Servant room with attached bath,"Built in year: 2015, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2015.0,4.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0
212,House,2.0,3.0,8.0,3.0,Soan Garden,"3 Bedroom 3 Bathroom Tv lounge Kitchen Drawing Room with Attached Washroom 2 Cars parking space Double Story Map Pass water supply Electricity Available Gass Not Available Near to Highway,Masjid,Market,And Park","Built in year: 2027, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2027.0,1.0,,2.0,2.0,1.0,1.0,1.0,,2.0,0.0
215,House,2.9,5.0,6.0,4.0,I-14,"We help your dream property in I-14. So if you're interested in buying this property, we would advise you to book it today. The I-14 based property has arrived just for you. The future outlook of the House is positive, so don't waste time in thinking. A luxurious life awaits you in this 6 Marla property. The House valued at PKR Rs. 29000000 is reasonable, given its features. You can read the notable property features below. Your kids can play to their heart's content in the play area adjoining the property. Not all families need a separate dining parlour but this property has one, in case you like to make mealtimes special. With central heating available in the House, now you can stay active indoors as well during the cold months. Your guests can conveniently use the powder room as opposed to personal washrooms. All your laundry essentials can be kept in one place with a laundry room that is part of the House. Pending discussions can all take place in the sitting room that comes with this property. Having a mosque nearby is a blessing and you can conveniently reach it in a few minutes. Get in touch with us today for more details.","Built in year: 15, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,-1.0
216,House,1.47,3.0,8.0,3.0,DHA Defence,01.80 Feet Boulevard Category 8 Marla Double Story Home 02. Neat And Clean 03. South Face 04. Ready to Live 05. Best Investment Option More Options Available For Sale,"Parking Spaces: 2, Flooring, Waste Disposal, Other Main Features","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Store Rooms: 1, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Other Business and Communication Facilities","Community Lawn or Garden, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Other Facilities",False,False,False,False,1,,2.0,,3.0,3.0,1.0,1.0,1.0,,2.0,0.0
217,House,23.5,5.0,22.0,5.0,F-6,"Location: F-6/1, Islamabad Status: For Sale Category: Residential House Condition: Fully Liveable Property Features: 5 Bedrooms with attached modern bathrooms Spacious Drawing & Dining Rooms ideal for family gatherings Fully Functional Kitchen with ample storage Beautiful Lawn perfect for relaxation or entertaining guests Servant Quarter separate and well-maintained Ample parking space Ideal location Contact now to schedule a visit or for more details. Dont miss this golden opportunity!","Parking Spaces, Flooring","Bedrooms: 5, Bathrooms: 5, Drawing Room, Dining Room, Kitchens: 2, Store Rooms: 1",,,,"Security Staff, Other Facilities",False,False,False,False,1,,1.0,,5.0,5.0,,2.0,1.0,,,0.0
218,House,2.4,4.0,5.0,4.0,Bahria Town,Brand New House For Sale In Sector I With 10K Sollar installed 4 Bedroom Bahria Enclave Islamabad 4 bedrooms 1 khicten Drawing Tv lounge Servant Attached bath 1 car parkingSpace Dem240,"Built in year: 2025, Parking Spaces: 3, Flooring, Floors: 2","Bedrooms: 6, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room",Other Business and Communication Facilities,"Community Lawn or Garden, Kids Play Area, Mosque","Lawn or Garden, Other Healthcare and Recreation Facilities",Security Staff,False,True,False,False,1,2025.0,3.0,2.0,6.0,6.0,1.0,2.0,1.0,,2.0,0.0
220,House,13.5,3.0,9.3,3.0,F-6,"Chohan HAY Estate Offers: - 233 SQYD - Prime Location - Demolished House - Ideal for Redevelopment - Build your Customize Dream Luxury House - Investment Rate - Great Investment - Potential for High Returns - Dont waste time, seize this unique opportunity For more information and additional options, kindly contact at provided numbers or visit Chohan HAY Estate.","Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Bedrooms: 3, Bathrooms: 3, Servant Quarters, Drawing Room, Dining Room, Kitchens, Lounge or Sitting Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,,1.0,,3.0,3.0,,,,,,0.0
221,House,35.0,5.0,32.0,4.0,F-6,"Attached images are just for reference purpose only Chohan HAY Estate Offers: - Livable House - CDA Transfer - 4 Bedrooms with Attached Modern Bathrooms - Drawing, Dining and TV Lounge - Family Rooms with Walk-in Closets - Modern Kitchen, Handsome Cabinetry with Quartz Counter-tops - Modern Baths with Separate Shower Cabin - Terrace - Ceiling Roof - Servant Quarters - Parking Space - Peaceful and Highly Secured Living Area - Great Opportunity, Don't Waste your Time Just Grab this Opportunity For more information and additional options, kindly call on the mentioned numbers or visit Chohan HAY Estate","Parking Spaces, Other Main Features","Bedrooms: 4, Bathrooms: 5, Servant Quarters, Drawing Room, Dining Room, Kitchens, Lounge or Sitting Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom",,Lawn or Garden,"Maintenance Staff, Security Staff, Other Facilities",False,False,False,False,1,,1.0,,4.0,5.0,,,,,,-1.0
223,House,11.9,6.0,20.0,6.0,DHA Defence,Dha2 one kanal Brand new Designer House prime location of Dha2 south Face House,"Built in year: 2024, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 6, Bathrooms: 8, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2024.0,3.0,2.0,6.0,8.0,2.0,2.0,2.0,1.0,2.0,0.0
224,House,10.9,6.0,20.0,5.0,DHA Defence,Dha2 one kanal Brnad new Designer House prime location of Dha2,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 5, Bathrooms: 7, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2025.0,2.0,2.0,5.0,7.0,2.0,2.0,2.0,1.0,2.0,-1.0
225,House,13.75,6.0,20.0,5.0,DHA Defence,Dha2 one kanal Brand new Luxurious House prime location of Dha2 Ac available in All rooms solar system installed etc,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,True,False,False,0,2025.0,3.0,2.0,5.0,6.0,2.0,2.0,2.0,1.0,2.0,-1.0
226,House,11.9,6.0,20.0,6.0,DHA Defence,Dha2 one kanal Brand new Luxurious House prime location of Dha2,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 6, Bathrooms: 8, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2025.0,3.0,2.0,6.0,8.0,2.0,2.0,2.0,1.0,2.0,0.0
227,House,12.9,6.0,20.0,5.0,DHA Defence,Dha2 One Kanal Brand New Luxurious Designer House Prime Location Of Dha2,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2025.0,3.0,2.0,5.0,6.0,2.0,2.0,2.0,1.0,2.0,-1.0
228,House,11.9,6.0,20.0,6.0,DHA Defence,Dha2 one kanal Brnad new Full Furnished House prime location of Dha2,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 6, Bathrooms: 8, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2025.0,3.0,2.0,6.0,8.0,2.0,2.0,2.0,1.0,2.0,0.0
229,House,9.5,6.0,10.0,6.0,D-12,Brand new,"Built in year: 2024, Parking Spaces: 3, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2024.0,3.0,2.0,,6.0,2.0,2.0,1.0,,2.0,0.0
230,House,9.0,7.0,20.0,8.0,Top City 1,Brand new double story bangla 6bed 7bath 2tvl 2DD 2kitchen beautiful laction near Park solad construction solar 15 kv installed electric bill zero drect deel with owner,"Built in year: 2024, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished",,,,,Security Staff,False,True,False,False,0,2024.0,4.0,2.0,,,,,,,2.0,1.0
231,House,4.35,5.0,10.0,5.0,Bahria Town,"10 Marla House For Sale in Sector C1, Bahria Enclave Islamabad Prime Location 5 Spacious Bedrooms Modern TV Lounge Stylish Kitchen Solid Construction & Elegant Design Ideal for Living or Investment Demand: 4.35 Crore","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Waste Disposal, Floors: 2","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Powder Room, Gym, Store Rooms: 1, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready","Community Lawn or Garden, Community Gym, First Aid or Medical Centre, Kids Play Area, Barbeque Area, Mosque",Lawn or Garden,"Maintenance Staff, Security Staff",True,False,False,False,0,2025.0,2.0,2.0,5.0,5.0,1.0,2.0,1.0,,2.0,0.0
232,House,11.5,6.0,20.0,5.0,DHA Defence,Dha2 one kanal Brand new Luxurious Designer FURNISHED House prime location of Dha2 Reasonable Price Best Opportunity To Get A Better Idea Of What You Want To Do With Your Business. Genuine Customers Interested In Checking This Property Out Should Get In Touch Immediately So As Not To Miss This Opportunity. our Demand Is Reasonable And According To The Market Rate. we Want Only Serious Buyers To Contact Us. Do Not Forget To Mention Zameen. com While Calling.,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 5, Bathrooms: 7, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2025.0,3.0,2.0,5.0,7.0,2.0,2.0,2.0,1.0,2.0,-1.0
233,House,3.8,4.0,12.4,3.0,DHA Defence,"Block Good View Not to sound biased but the city of Islamabad seems to welcome all with great hope and possibilities. A house in Askari Heights 4 will bring you the best lifestyle, so don't wait further to make a decision. For an affluent property, the price of Rs. 38000000 isn't much to ask. If you want to buy a property then don't miss out on this opportunity. With this House you will be getting a valuable asset. Since you are looking for 2800 Square Feet sized property, this inventory of ours has got you covered! What more this property has to tell you is written below. The House features state-of-the-art amenities for the differently-abled. The House is centrally air-conditioned from underground to keep it hassle free. The House premises remains well-guarded round-the-clock with an expert security team. Double-glazed windows provide better protection to home interiors through superior insulation. You can rely on round-the-clock waste disposal team to keep society neat and tidy. Have a great time throughout the year with a swimming pool of your own. The spacious and well-constructed House is furnished quite tastefully. We really suggest you contact us, and we will break down all the details of this property for you.","Built in year: 2026, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Furnished",,,,"Lawn or Garden, Swimming Pool, Sauna","Maintenance Staff, Security Staff, Facilities for Disabled",False,False,False,False,0,2026.0,3.0,,,,,,,1.0,,-1.0
236,House,22.0,6.0,40.0,5.0,DHA Defence,"5 Luxury Bedrooms With Attached Branded Washrooms. Powder Room For Guests. Imported 9x3 Tiled Flooring With Brass Lining Huge Beautiful Kitchen With Solid Cabinets And Marble Countertop Imported Appliances App Controlled House Lights Beautiful TV Lounge With Beautiful Tv Console Wooden Flooring In All Rooms Including Drawing, Dining And Lounge Amazing Looking Sunroom Connected With Kitchen Imported Tiles In Washroom Gym Theater Room With Sound Proofing Swimming Pool Huge Amazing Well Maintained Lawn 4-6 Cars Parking Space. . Solid Wood Doors. High Quality Imported Tiled Flooring. Pakistan Electric Cable Used In House Weather Shield Protection On The House Fancy Elegant Chandelier. 25 KVA Solar System High Quality Paint And Polish Work. Branded High Quality Aluminum And Glass Work. For Visits And Details Contact Us!","Built in year: 2023, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 3, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Store Rooms: 1, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,True,False,False,0,2023.0,4.0,3.0,5.0,6.0,,1.0,1.0,1.0,3.0,-1.0
238,House,3.35,5.0,4.0,4.0,G-13,"Master property's Offer A Prime Location Luxury Full House Is Available For Sale 4 Bedroom With Attach Bath Own Water Boring CDA Water Available Drawing Dining Tv Lounge Kitchen Car parking Space Near By Park, Masjid, School, Hospital, Market, And Srinagar Highway Ideal And Peace Full location Nice House Wide streets Nearby commercial and public parks with kids play area. This House is in one of the most leading and Emerging sector of Islamabad. Fully Tile Flooring All Facilities Are Available More Details Please Contact us And Arrange Visit","Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Bedrooms: 10, Bathrooms: 10, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,True,False,0,,2.0,,10.0,10.0,1.0,2.0,1.0,,,-1.0
