,Type,Price(Cr),Bath(s),Area(Marla),Bedroom(s),Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Other Facilities,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Built in year,Parking Spaces,Floor,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,Swimming Pool,Storey Unit,BedBath_Diff
22,House,2.6,5.0,5.0,4.0,Faisal Town - F-18,"Double Unite House for Sale Faisal Town Block C, Islamabad A well-maintained 25x50 Double Unit house located in the prime Faisal Town Block C, Islamabad. This sun-facing property offers an ideal combination of comfort, convenience, and modern amenities. Accommodation & Features: 4 spacious bedrooms, each with attached baths 2 modern kitchens with quality fittings Drawing room for formal gatherings Electricity meter perfect for independent portions or rental use Water facilities: Dedicated water bore and Society water connection for uninterrupted supply Additional Highlights: Located in a peaceful, secure, and well-developed Faisal Town Ideal for families or as an investment property with rental potential and Monthly rent FOR VISIT FEEL FREE TO CONTACT. . . .","Built in year, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Security Staff, Other Facilities",False,False,True,False,0,,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,-1.0
23,House,5.0,7.0,8.0,5.0,G-13,"8 Marla Double Story House for Sale in G-13, Islamabad Near Park & Market | Ideal Family Home A beautifully designed 8 Marla double story house for sale in G-13, Islamabad, offering modern architecture, a prime location, and all the comforts of luxury living. Located near the park and market, this home is perfect for families looking for convenience and style. --- #### Property Features: 5 Bedrooms with attached bathrooms Drawing Room, Dining Room & TV Lounge on both portions 2 Modern Kitchens with high-quality fittings Servant Quarter with attached bath Laundry Area for daily use Spacious Car Porch (ample parking space) 2 Separate Gas & Electricity Meters Rooftop with Laundry & Barbecue (BBQ) Area perfect for family gatherings --- #### Location Highlights: Prime location in G-13, Islamabad Near park, market, and mosque Easy access to main roads, schools, and public transport Peaceful, secure, and family-friendly neighborhood --- This 8 Marla house for sale in G-13 Islamabad offers the perfect balance of elegance and practicality. With spacious rooms, a modern layout, and an ideal location, its a great choice for families or investors looking for a valuable property in the heart of Islamabad. Contact now for more information or to schedule a visit!","Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Floors: 2, Other Main Features","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi",Security Staff,True,False,False,False,0,,2.0,2.0,5.0,6.0,1.0,2.0,1.0,1.0,2.0,-2.0
24,House,10.0,7.0,20.0,6.0,DHA Defence,House for Sale Your Dream Home Awaits! Location: Prime & peaceful area Size: Spacious design with modern architecture,"Built in year: 2025, Parking Spaces: 03, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 01, Other Main Features, Furnished","Bedrooms: 06, Bathrooms: 07, Servant Quarters: 02, Drawing Room, Dining Room, Kitchens: 02, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 01, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,3.0,1.0,6.0,7.0,2.0,2.0,1.0,1.0,1.0,-1.0
25,House,5.5,6.0,14.0,6.0,PWD Housing Scheme,PAK PWD HOUSING SOCIETY ISLAMABAD BLOCK A size 40 *80 renovated house for sale demand 5.50 Near to masjad and and main Islamabad express way . . dead end street and safe and square all facilities are available,"Built in year: 2024, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2024.0,1.0,2.0,5.0,6.0,2.0,2.0,1.0,1.0,2.0,0.0
26,House,3.9,4.0,11.0,3.0,DHA Defence,DHA phase 1 Sector F Defense Villa For Sale 3 bedrooms with attached baths Drawing dining tv lounge kitchen Laundry servant Quarter Car Parking Lawn Gated community Fully Secure environment all facilities are available For More info please Contact Us Interpak developers,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,-1.0
27,House,4.15,6.0,9.0,5.0,Bahria Town,"BAHRIA ENCLAVE ISLAMABAD 9 MARLA BRAND NEW MODERN DESIGN HOUSE FOR SALE Location: Sector C2 , Size 9 Marla, Sun Facing Beautiful Elevation And Colour Combination Most Peaceful And Secure Community One Of The Best Houses To Live A Wonderful Life And Enjoy The International Standard Lifestyle Accomodation: 5 Specious Bedrooms With Attached Bathrooms &Amp; Cupboards 1 Study Room At First Floor (Also Can Be Changed To 2nd Kitchen) 2 Fully Equipped Kitchen With Top Quality Fittings 2 TV Lounge With Beautifully Designed Media Wall Drawing Room With Separate Entrance Servant Quarter With Attached Bath 3 Car Poarch Outer Lawn Beautiful And Scenic Views Of Margalla And Murree Hills Walking Distance From Masjid Market And Childrens Park Asking Price 4.15 Crore (Negotiable. . . . )","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,2.0,2.0,5.0,5.0,1.0,2.0,,,1.0,-1.0
28,House,7.5,6.0,7.0,5.0,G-11,"Beautiful 7 Marla Park Pacing Double Unit House For Sale In G-11/1, Islamabad Property Features: Located On A Wide Street, Near Markaz 5 Spacious Bedrooms 6 Modern Bathrooms 2 Stylish Kitchens 2 TV Lounges 2 Drawing Rooms Proper Double Unit House Ideal For Two Families Or Rental Income Solid Wood Doors With Premium Finish Beautiful Location Peaceful Surroundings With Easy Access To All Amenities Reasonably Priced Offering Excellent Value In A Prime Sector Of Islamabad. Contact Now For More Details Or To Schedule A Visit!","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities",Other Healthcare and Recreation Facilities,,False,False,False,False,0,2025.0,1.0,,5.0,6.0,1.0,2.0,1.0,,2.0,-1.0
30,House,8.8,6.0,20.0,6.0,DHA Defence,Best Opportunity For Purchasing 1 Kanal House Prime Location Near To Mosque Near To Park Near To Commercial More Details on Call,"Built in year: 2024, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 1, Other Main Features, Furnished","Bedrooms: 6, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2024.0,3.0,1.0,6.0,7.0,1.0,2.0,2.0,1.0,1.0,0.0
31,House,2.3,3.0,5.0,3.0,Bahria Town,"Embrace a life of modern comfort and serene views in this brand new, park-facing house in the highly desirable Sector I of Bahria Enclave. This pristine property is perfectly positioned opposite a lush park, offering a peaceful and healthy environment for your family. As a never-lived-in home, it awaits its first owners to move in and enjoy a hassle-free, luxurious lifestyle. Property Features: 3 Spacious Bedrooms: All with attached, modern bathrooms for ultimate privacy and convenience. Elegant Living Areas: A separate TV lounge and a combined drawing & dining room, perfect for both family relaxation and formal entertaining. Modern Kitchen: A clean, well-designed kitchen ready for your culinary creations. Servant Quarters: A dedicated servant room with an attached bathroom. Prime Positioning: Direct park access and views, ensuring permanent open space and natural light. Ideal Location: Situated in the most beautiful part of Sector I, you are just a short walk away from the Bahria Enclave Zoo, Beacon House School, Farooq International Hospital, local mosques, parks, and shopping malls. Everything you need for a comfortable and connected life is within easy reach. This is a rare opportunity to acquire a turnkey property in a premier location. Demand: PKR 2.30 Crore","Built in year: 2025, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Waste Disposal, Floors: 2","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque","Lawn or Garden, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,,2.0,0.0
32,House,26.0,7.0,40.0,7.0,DHA Defence,Al Ahram property offer you fully furnished triple story house for sale in Dha phase 2 islamabad Al Ahram Property Offer You More Options Also Available For Your Family If You Want Visit This House So Contact With Us We Give You Best Service InshaAllah Regards,"Built in year, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 7, Bathrooms: 8, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,,1.0,2.0,7.0,8.0,2.0,2.0,,1.0,3.0,0.0
33,House,6.7,5.0,12.0,5.0,DHA Defence,"12 Marla Semi Furnished House For Sale In DHA Phase 2, Islamabad Water Solar System All Facilities Available More Options Also Available In DHA Phase 2 Islamabad If You Want Purchase This Property So Contact With Us We Give You Best Service","Built in year, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 5, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,True,False,False,0,,1.0,2.0,4.0,5.0,,,,1.0,2.0,0.0
