Scraped_URL,Real Location,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities,Amenities: Rooms,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_skywalk_apartment-_dha_1s_landmark_project_on_main_gt_road-53318750-376-1.html,"DHA Defence Phase 1, DHA Defence",Flat,PKR5.27 Crore,3,11.5 Marla,For Sale,3,4 months ago,"DHA Defence, Islamabad, Islamabad Capital","Grand Orchard Innovative, Contemporary Lifestyle Spaces Grand Orchard Is A Mixed-Use Development Spanning 17 Kanals Thats All Set To Offer Buyers A Chance To Acquire A Valuable Property Asset In DHA-Islamabad. Prominently Located In Phase-I, This Project Encompasses Three Stunning Towers That Are Developed Into A Comprehensive Inventory Of Commercial Outlets And Apartments. It Is An Approved Project With A Sophisticated Take On Vertical Living In The Heart Of The Capital City, Where Residents Will Feel Facilitated, Comfortable And Filled With Opportunities To Experience A Satisfying Lifestyle. The Commercial Aspect Of The Project Provides Maximum Business Exposure To Retailers And Appreciatable Convenience To Shoppers And Project Dwellers. Location Highlights Located At The Prime Location Of Orchard Boulevard, Phase-I, DHA Islamabad, Grand Orchard Is Strategically Placed To Offer Optimal Benefits To Residential And Commercial Buyers. Some Important Highlights Of The Area Include Its Being In Proximity To The Following Key Points In Rawalpindi And Islamabad: 300-Meter From DHA Phase 1s Main Gate 1-Minute Drive From GT Road 1 Minute Drive From Fauji Foundation. 2 Kilometres From Al Shifa Eye Hospital 7 Kilometres From Pearl Continental, Rawalpindi 27 Kilometres From Blue Area Islamabad 35 Kilometres From Islamabad International Airport","Built in year, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 6, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/islamabad_bani_gala_5_marla_brand_near_house_3_floor_walking_distance_to_allied_bank_bani_gala-49879521-340-1.html,"Bani Gala, Islamabad",House,PKR2.15 Crore,6,5 Marla,For Sale,5,4 months ago,"Bani Gala, Islamabad, Islamabad Capital","5 Marla Brand New House For Sale In Bani Near Allied Bank Waking Distance Demand 2 crore 15 Lack At such amazing rate of Rs. 21500000, such a deal doesn't remain open for long. The highly lucrative real estate options in Bani Gala should not be missed. This 5 Marla sized property is definitely a bargain, so please consider signing up for it quickly. You won't find House like this too often. So, it's better to beat the clock before someone else grabs it up for comfort. A well-constructed property doesn't come easily, so buy today or regret later. With upcoming development projects in Bani Gala, it is high time to invest here. You can read the property features below. You can feel secure with round-the-clock security staff that patrols the premises. You can have all your doubts cleared by giving us a call.","Built in year: 2023, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/islamabad_bani_gala_5_5_marla_single_storey_house_for_sale_in_bani_gala_near_imran_khan_chook-46134733-340-1.html,"Bani Gala, Islamabad",House,PKR1.3 Crore,3,5.5 Marla,For Sale,2,5 months ago,"Bani Gala, Islamabad, Islamabad Capital","5.5 Marla House For Sale In Bani Gala Near Imran Khan Chook Demand 1 Crore 30 Lack Look No Further For Properties, As House Has It All. So If You'Re Interested In Buying This Property, We Would Advise You To Book It Today. 1463 Square Feet Property Is Best For Long Term Investment As Well As Living Purposes. What Could Possibly Get More Better Than A Property Priced At Rs. 13,000,000. Plus, It Has Features That You'D Definitely Love! With A Serene Neighbourhood, Carpeted Roads And A Location Like That Of Bani Gala, It Is An Opportunity That Should Not Be Missed. The Bani Gala Is Always Changing And New Opportunities Emerge For The Residents Every Day. Fill The Web Form And We'Ll Reach Out To You As Soon As Possible.","Built in year: 2024, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 02, Bathrooms: 02, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/islamabad_bani_gala_a_good_option_for_sale_is_the_house_available_in_bani_gala-44845746-340-1.html,"Bani Gala, Islamabad",House,PKR12 Crore,6,1.8 Kanal,For Sale,8,4 months ago,"Bani Gala, Islamabad, Islamabad Capital","A House like this doesn't come around easily, so make the most of this deal today. This comfortable property is available for sale. If you're looking for 8325 Square Feet properties that fit your needs, here's what you need. The House valued at PKR Rsus120000000 karoor is reasonable, given its features. Property in this Bani Gala is up to the mark. So, go ahead and check it out for yourself. Get your chunk of urban living with property in Bani Gala. Have questions? Get in contact with us.","Built in year: 2023, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/islamabad_bani_gala_10_marla_cornar_house_for_sale_bani_gala_waking_distance_imran_kahan_chook_bani_gala_demand_4_karoor-53208240-340-1.html,"Bani Gala, Islamabad",House,PKR4 Crore,6,10 Marla,For Sale,5,5 months ago,"Bani Gala, Islamabad, Islamabad Capital",10 marla brand new house corner for sale in bani gala out class location demand 4 karoor,,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places",,,,,
https://www.zameen.com/Property/islamabad_bani_gala_5_marla_single_story_house_for_sale_in_the_bani_gala_akram_rood-51596323-340-1.html,"Bani Gala, Islamabad",House,PKR1.1 Crore,3,5 Marla,For Sale,2,4 months ago,"Bani Gala, Islamabad, Islamabad Capital","The rates in Bani Gala at present are perfect for property purchase. With a serene neighbourhood, carpeted roads and a location like that of Bani Gala, it is an opportunity that should not be missed. Purchasing this 5 Marla House is a decision you will not regret. The well-constructed House carries a price tag of PKR Rs. 11000000 and you shouldn't miss this offer. Are you in search of a House in Bani Gala in Bani Gala that's priced reasonably? If yes, you have landing on the right page. Schedule your appointment to view the House for sale today, before it's gone. Book your unit by contacting on our given numbers.",,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities",,,,
https://www.zameen.com/Property/islamabad_bani_gala_5_marla_double_story_house_for_sale-49525496-340-1.html,"Bani Gala, Islamabad",House,PKR1.8 Crore,6,5 Marla,For Sale,4,5 months ago,"Bani Gala, Islamabad, Islamabad Capital",5 Marla House For Sale Brand New Good Location Reasonable Price Best Opportunity To Get A Better Idea Of What You Want To Do With Your Business. Genuine Customers Interested In Checking This Property Out Should Get In Touch Immediately So As Not To Miss This Opportunity. our Demand Is Reasonable And According To The Market Rate. we Want Only Serious Buyers To Contact Us. Do Not Forget To Mention Zameen. com While Calling.,"Built in year: 2024, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Jacuzzi","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/islamabad_bani_gala_6_marla_sami_dabble_story_house_for_sale_in_bani_gala_near_alid_bank-53208262-340-1.html,"Bani Gala, Islamabad",House,PKR1.65 Crore,4,6 Marla,For Sale,3,4 months ago,"Bani Gala, Islamabad, Islamabad Capital",6 marla house for sale in bani gala near alid bank good location,,,,"Sauna, Jacuzzi","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Prayer Room",,,
https://www.zameen.com/Property/islamabad_bani_gala_10_marla_brand_new_house_for_sale_in_bani_gala_near_waking_distance_imran_khan_chowk-51994368-340-1.html,"Bani Gala, Islamabad",House,PKR4 Crore,5,10 Marla,For Sale,5,5 months ago,"Bani Gala, Islamabad, Islamabad Capital",10 Marla New House For Sale In Bani Gala Near Main Korang Rood Demand 4 Karoor Reasonable Price Best Opportunity To Get A Better Idea Of What You Want To Do With Your Business. Genuine Customers Interested In Checking This Property Out Should Get In Touch Immediately So As Not To Miss This Opportunity. our Demand Is Reasonable And According To The Market Rate. we Want Only Serious Buyers To Contact Us. Do Not Forget To Mention Zameen. com While Calling.,,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities",,,,
https://www.zameen.com/Property/islamabad_b-17_2-bed_apartment_for_sale_capital_square_b-17_islamabad-53212467-616-1.html,"B-17, Islamabad",Flat,PKR85 Lakh,2,4.7 Marla,For Sale,2,4 months ago,"B-17, Islamabad, Islamabad Capital","2-Bed Apartment for Sale Capital Square, B-17 Islamabad Contact View Contact Detail Spacious Layout | Modern Design All Facilities Available (Electricity, Gas, Water, Security) Prime Location Easy Access to Markaz, Masjid & School Demand: 85 Lac For details & visit, contact: Elaaf Properties & Builders B-17 Islamabad | SECP Registered",,,,,,,,,,
https://www.zameen.com/Property/islamabad_b-17_5_marla_brand_new_double_unit_house_for_sale_multi_gardens_b-17_f_block-53134663-616-1.html,"B-17, Islamabad",House,PKR2.3 Crore,4,5 Marla,For Sale,4,23 hours ago,"B-17, Islamabad, Islamabad Capital","5 Marla Brand New Double Unit House for Sale Multi Gardens B-17, F Block Contact View Contact Detail A beautifully designed brand new double unit house is available for sale in F Block, Multi Gardens B-17 Islamabad. With a modern layout and high-quality construction, this home is ideal for comfortable family living. 4 Bedrooms 4 Washrooms 2 Spacious TV Lounges 2 Modern Kitchens Car Parking Space Electricity Available Gas Available Water Available Demand: [2 Crore 30 lack ] Location: Multi Gardens B-17, F Block Islamabad Contact for Details & Visit:",,,,,,,,,,
https://www.zameen.com/Property/islamabad_b-17_7_marla_brand_new_double_unit_house_for_sale_in_multi_gardens_b17islamabad_e_block-53331197-616-1.html,"B-17, Islamabad",House,PKR3.3 Crore,6,7 Marla,For Sale,5,4 months ago,"B-17, Islamabad, Islamabad Capital","7 Marla Brand New House for Sale Multi Gardens B-17 Islamabad (E Block) Contact Saqib Khan View Contact Detail A beautifully designed double-unit modern house, perfect for family living or investment purposes. 4 Spacious Bedrooms 2 Drawing Rooms 2 Modern Kitchens 2 Stylish TV Lounges 2 Car Parking Spaces Solid Construction & Premium Finishing Location: Ideally situated in E Block, on 60 ft. road near Markaz and Masjid. Water, Electricity, and Gas connections are fully available. Demand: Rs. 3 Crore 30 Lakh Elaaf Properties & Builders Premium Real Estate & Construction Solutions | Based in B-17 Islamabad For more details & site visit, contact us",,,,,,,,,,
